id,name_1,img_route_1,cloth_category_1,cloth_subcategory_1,patron_1,sleeve_1,skirt_1,neckline_1,material_1,fit_1,isCold_1,isRainy_1,isWet_1,isTempered_1,isHot_1,nota_1,name_2,img_route_2,cloth_category_2,cloth_subcategory_2,patron_2,sleeve_2,skirt_2,neckline_2,material_2,fit_2,isCold_2,isRainy_2,isWet_2,isTempered_2,isHot_2,nota_2,name_3,img_route_3,cloth_category_3,cloth_subcategory_3,patron_3,sleeve_3,skirt_3,neckline_3,material_3,fit_3,isCold_3,isRainy_3,isWet_3,isTempered_3,isHot_3,nota_3,name_4,img_route_4,cloth_category_4,cloth_subcategory_4,patron_4,sleeve_4,skirt_4,neckline_4,material_4,fit_4,isCold_4,isRainy_4,isWet_4,isTempered_4,isHot_4,nota_4,name_5,img_route_5,cloth_category_5,cloth_subcategory_5,patron_5,sleeve_5,skirt_5,neckline_5,material_5,fit_5,isCold_5,isRainy_5,isWet_5,isTempered_5,isHot_5,nota_5,name_6,img_route_6,cloth_category_6,cloth_subcategory_6,patron_6,sleeve_6,skirt_6,neckline_6,material_6,fit_6,isCold_6,isRainy_6,isWet_6,isTempered_6,isHot_6,nota_6
871,Boxy Multi-Striped Tee,Boxy_Multi-Striped_Tee/img_00000006.jpg,1,6,3,2,3,1,3,3,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collared Drawstring Jacket,Collared_Drawstring_Jacket/img_00000032.jpg,3,3,6,1,3,2,3,3,1,0,0,0,0,2,Boina,hats/hat9.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Acid Wash Ankle Jeans,Acid_Wash_Ankle_Jeans/img_00000015.jpg,6,8,1,3,3,4,1,1,1,0,0,1,0,4
872,Floral Print Knit Tank,Floral_Print_Knit_Tank/img_00000017.jpg,1,5,1,3,3,4,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bototos,shoes/shoes4.jpg,5,4,6,0,0,0,4,1,1,1,1,0,0,4,Button-Front Mini Skirt,Button-Front_Mini_Skirt/img_00000040.jpg,6,2,6,1,3,2,2,3,0,0,0,0,1,5
873,Abstract Chevron Print Top,Abstract_Chevron_Print_Top/img_00000008.jpg,1,7,1,2,3,2,3,3,0,0,0,1,1,5,Open-Front Collarless Blazer,Open-Front_Collarless_Blazer/img_00000022.jpg,2,1,6,1,3,4,3,3,1,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gorro para el sol,hats/new_hat1.jpg,4,1,6,0,0,0,6,2,0,0,0,1,1,3,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Low-Rise - Distressed Skinny Jeans,Low-Rise_-_Distressed_Skinny_Jeans/img_00000028.jpg,6,8,6,3,3,4,1,3,1,1,1,1,0,5
874,Ice Cube Tee,Ice_Cube_Tee/img_00000041.jpg,1,6,6,1,3,2,4,3,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collared Faux Leather Jacket,Collared_Faux_Leather_Jacket/img_00000026.jpg,3,3,6,1,3,2,5,3,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Quilted Faux Leather Skirt,Quilted_Faux_Leather_Skirt/img_00000052.jpg,6,2,6,3,3,4,4,3,0,0,0,1,1,2
875,Heart Muscle Tee,Heart_Muscle_Tee/img_00000064.jpg,1,6,6,3,3,1,3,3,0,0,0,1,1,4,Waffle-Sleeve Raglan Sweater,Waffle-Sleeve_Raglan_Sweater/img_00000035.jpg,2,5,6,1,3,2,6,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Varsity Joggers,Varsity_Joggers/img_00000042.jpg,6,10,6,3,3,4,3,3,1,1,1,1,1,4
876,Nothing 02 Wear Tee,Nothing_02_Wear_Tee/img_00000008.jpg,1,6,2,2,3,1,3,3,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gorro estilo safari,hats/hat3.jpg,4,3,6,0,0,0,0,2,0,0,0,0,1,2,Sandalias,shoes/new_shoes5.jpg,5,5,0,0,0,0,4,1,0,0,0,1,1,2,Rose Print Mini Skirt,Rose_Print_Mini_Skirt/img_00000046.jpg,6,2,1,3,3,4,3,3,0,0,1,1,1,2
877,Circle Crochet-Paneled Tee,Circle_Crochet-Paneled_Tee/img_00000007.jpg,1,6,6,1,2,1,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Floral Paisley Crochet Jacket,Floral_Paisley_Crochet_Jacket/img_00000057.jpg,3,3,4,2,3,4,6,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Ikat Print Leggings,Ikat_Print_Leggings/img_00000058.jpg,6,3,1,3,3,4,3,3,0,0,0,1,1,2
878,Sheer Abstract Print Blouse,Sheer_Abstract_Print_Blouse/img_00000028.jpg,1,1,2,1,3,1,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero ruso,hats/hat5.jpg,4,4,6,0,0,0,5,0,1,1,0,0,0,3,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Abstract Windowpane-Patterned Skirt,Abstract_Windowpane-Patterned_Skirt/img_00000014.jpg,6,2,1,3,3,4,3,3,0,0,0,1,1,5
879,Floral Print Tie-Front Blouse,Floral_Print_Tie-Front_Blouse/img_00000001.jpg,1,1,1,2,3,1,2,3,0,0,0,0,1,4,Ribbed Open-Front Cardigan,Ribbed_Open-Front_Cardigan/img_00000020.jpg,2,2,6,1,3,2,6,3,0,0,1,1,0,4,Hooded Stripe Poncho,Hooded_Stripe_Poncho/img_00000048.jpg,3,6,6,1,3,1,3,2,1,0,0,0,0,1,Sombrero bucket,hats/hat2.jpg,4,2,6,0,0,0,0,2,0,0,0,1,1,3,Zapatillas de deporte,shoes/shoes9.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Crepe Midi Skirt,Crepe_Midi_Skirt/img_00000037.jpg,6,2,6,3,3,4,3,1,0,0,0,0,1,3
880,Slub Knit Cutout Tee,Slub_Knit_Cutout_Tee/img_00000012.jpg,1,6,6,2,3,1,3,3,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Lace PJ Shorts,Lace_PJ_Shorts/img_00000071.jpg,6,4,7,3,3,4,3,3,0,0,1,1,1,1
881,Heathered Colorblock Racerback Tank,Heathered_Colorblock_Racerback_Tank/img_00000025.jpg,1,5,6,3,3,1,3,3,0,0,0,1,0,2,Striped Marled Knit Cardigan,Striped_Marled_Knit_Cardigan/img_00000007.jpg,2,2,1,1,3,4,6,3,1,0,0,1,0,4,Hooded Denim Jacket,Hooded_Denim_Jacket/img_00000020.jpg,3,3,6,1,3,2,1,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Mid-Rise - Distressed Boyfriend Jeans,Mid-Rise_-_Distressed_Boyfriend_Jeans/img_00000029.jpg,6,8,6,3,3,4,1,3,0,0,0,1,0,4
882,Striped Crew Neck Tee,Striped_Crew_Neck_Tee/img_00000014.jpg,1,6,3,2,3,1,3,3,0,0,1,0,0,1,Striped Waffle Knit Sweater,Striped_Waffle_Knit_Sweater/img_00000009.jpg,2,5,3,1,3,2,6,3,1,1,0,0,0,3,Southwestern Print Poncho,Southwestern_Print_Poncho/img_00000014.jpg,3,6,2,2,3,2,3,2,0,0,0,1,0,2,Jockey reggaeton,hats/hat12.jpg,4,10,0,0,0,0,0,1,1,0,0,1,1,2,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,White Distressed Skinny Jeans,White_Distressed_Skinny_Jeans/img_00000014.jpg,6,8,6,3,3,4,1,1,0,0,0,1,0,1
883,Heathered Knit Tank,Heathered_Knit_Tank/img_00000013.jpg,1,5,6,3,3,1,3,3,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Speckled Zip-Pocket Sweatshorts,Speckled_Zip-Pocket_Sweatshorts/img_00000003.jpg,6,7,3,3,3,4,3,3,0,0,1,1,1,4
884,Ethereal Draped Front Blouse,Ethereal_Draped_Front_Blouse/img_00000010.jpg,1,1,6,3,3,2,2,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boina,hats/hat8.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Textured Pencil Skirt,Textured_Pencil_Skirt/img_00000045.jpg,6,2,2,3,3,4,3,3,0,0,0,1,1,3
885,Destroyed Pocket Tee,Destroyed_Pocket_Tee/img_00000010.jpg,1,6,3,2,3,1,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Life in Progress Boxy Denim Jacket,Life_in_Progress_Boxy_Denim_Jacket/img_00000006.jpg,3,3,2,1,3,2,1,3,0,0,0,1,1,2,Gorro para el sol,hats/new_hat1.jpg,4,1,6,0,0,0,6,2,0,0,0,1,1,3,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Drawstring Camo Shorts,Drawstring_Camo_Shorts/img_00000013.jpg,6,4,2,3,3,4,3,3,0,0,0,0,1,4
886,High Slit Scoop Neck Tee,High_Slit_Scoop_Neck_Tee/img_00000006.jpg,1,6,1,2,3,1,3,3,0,0,0,1,1,1,Collarless Woven Blazer,Collarless_Woven_Blazer/img_00000062.jpg,2,1,6,1,3,2,3,3,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero ruso,hats/hat5.jpg,4,4,6,0,0,0,5,0,1,1,0,0,0,3,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Distressed Acid Wash Cutoffs,Distressed_Acid_Wash_Cutoffs/img_00000011.jpg,6,1,6,3,3,4,1,3,0,0,0,0,1,1
887,Tasseled Neckline Stripe Blouse,Tasseled_Neckline_Stripe_Blouse/img_00000055.jpg,1,1,1,1,3,1,2,2,0,0,0,1,1,2,Marled Dolman-Sleeve Hoodie,Marled_Dolman-Sleeve_Hoodie/img_00000017.jpg,2,3,6,1,3,1,6,3,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crochet,hats/hat7.jpg,4,6,0,0,0,0,6,1,1,1,0,0,0,4,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,High-Waisted Rose Print Shorts,High-Waisted_Rose_Print_Shorts/img_00000051.jpg,6,4,1,3,3,4,3,3,0,0,0,1,1,2
888,Classic Halter Top,Classic_Halter_Top/img_00000024.jpg,1,7,1,3,3,4,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crochet,hats/hat7.jpg,4,6,0,0,0,0,6,1,1,1,0,0,0,4,Sandalias,shoes/new_shoes5.jpg,5,5,0,0,0,0,4,1,0,0,0,1,1,2,Mid-Rise - Acid Wash Jeggings,Mid-Rise_-_Acid_Wash_Jeggings/img_00000011.jpg,6,9,6,3,3,4,1,1,0,0,1,1,1,4
889,Embellished Boxy Tee,Embellished_Boxy_Tee/img_00000009.jpg,1,6,6,2,3,1,3,3,0,0,1,1,1,3,Collarless Open-Front Blazer,Collarless_Open-Front_Blazer/img_00000050.jpg,2,1,6,1,3,2,3,3,1,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat2.jpg,4,2,6,0,0,0,0,2,0,0,0,1,1,3,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,High-Waisted Rose Print Shorts,High-Waisted_Rose_Print_Shorts/img_00000059.jpg,6,4,6,3,3,4,3,1,1,0,1,1,1,2
890,Striped Muscle Tee,Striped_Muscle_Tee/img_00000050.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,3,American Flag Sweater,American_Flag_Sweater/img_00000049.jpg,2,5,2,1,3,1,6,3,1,1,0,0,0,1,Longline Collared Crepe Jacket,Longline_Collared_Crepe_Jacket/img_00000017.jpg,3,3,6,1,3,1,5,3,1,1,0,0,0,3,Boina,hats/hat8.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Kaleidoscope Print Mini Skirt,Kaleidoscope_Print_Mini_Skirt/img_00000002.jpg,6,2,2,3,3,4,3,1,0,0,0,0,1,2
891,Heathered Knit V-Neck Tee,Heathered_Knit_V-Neck_Tee/img_00000018.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Longline Crepe Jacket,Longline_Crepe_Jacket/img_00000012.jpg,3,3,6,1,3,2,3,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandalias,shoes/new_shoes5.jpg,5,5,0,0,0,0,4,1,0,0,0,1,1,2,Pleated Paisley Print Skirt,Pleated_Paisley_Print_Skirt/img_00000012.jpg,6,2,1,3,3,4,3,3,0,0,1,1,1,2
892,Heathered Frida Kahlo Tee,Heathered_Frida_Kahlo_Tee/img_00000009.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,French Terry Shorts,French_Terry_Shorts/img_00000029.jpg,6,4,6,3,3,4,3,3,1,0,0,1,0,4
893,Doodle Print Tee,Doodle_Print_Tee/img_00000022.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,1,Forget-Me-Not Sweater,Forget-Me-Not_Sweater/img_00000026.jpg,2,5,6,1,3,2,3,3,0,0,0,1,0,4,High Collar Running Jacket,High_Collar_Running_Jacket/img_00000005.jpg,3,3,2,2,3,1,3,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Funnel-Pocket Drawstring Sweatpants,Funnel-Pocket_Drawstring_Sweatpants/img_00000011.jpg,6,6,6,3,3,4,6,3,0,0,0,1,0,2
894,Beaded Chiffon Blouse,Beaded_Chiffon_Blouse/img_00000078.jpg,1,1,2,1,3,2,2,3,0,0,0,0,1,4,Cable Knit Cardigan,Cable_Knit_Cardigan/img_00000002.jpg,2,2,6,1,3,2,6,3,1,1,1,1,0,3,Collarless Faux Suede Jacket,Collarless_Faux_Suede_Jacket/img_00000005.jpg,3,3,6,1,3,1,4,3,1,1,1,1,0,5,Boina,hats/hat8.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Quilted Sweatpants,Quilted_Sweatpants/img_00000018.jpg,6,6,6,3,3,4,3,3,1,1,1,0,0,5
895,Basic Crew Neck Tee,Basic_Crew_Neck_Tee/img_00000018.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fair Isle V-Neck Poncho,Fair_Isle_V-Neck_Poncho/img_00000007.jpg,3,6,2,1,3,1,6,3,1,0,0,1,0,2,Jockey reggaeton,hats/hat12.jpg,4,10,0,0,0,0,0,1,1,0,0,1,1,2,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Pleated Faux Leather Skirt,Pleated_Faux_Leather_Skirt/img_00000023.jpg,6,2,5,3,3,4,3,3,0,0,0,1,1,3
896,Boxy Tribal Print Tank,Boxy_Tribal_Print_Tank/img_00000022.jpg,1,5,2,3,3,1,3,1,0,0,0,1,1,4,Diamond-Knit Sweater,Diamond-Knit_Sweater/img_00000045.jpg,2,5,6,1,3,2,6,3,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boina,hats/hat9.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Pleated Bermuda Shorts,Pleated_Bermuda_Shorts/img_00000065.jpg,6,4,1,3,3,4,3,3,0,0,0,1,1,4
897,Linen Pocket Tee,Linen_Pocket_Tee/img_00000009.jpg,1,6,6,2,3,2,3,3,0,0,0,1,1,4,Forget-Me-Not Sweater,Forget-Me-Not_Sweater/img_00000014.jpg,2,5,2,1,3,1,5,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beany,hats/hat11.jpg,4,9,6,0,0,0,6,1,1,1,0,0,0,4,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Lemon Print Shorts,Lemon_Print_Shorts/img_00000015.jpg,6,4,2,3,3,4,3,3,0,0,0,0,1,3
898,Boxy Surfboard Tee,Boxy_Surfboard_Tee/img_00000015.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,3,Slub Knit Dolman Cardigan,Slub_Knit_Dolman_Cardigan/img_00000001.jpg,2,2,1,1,3,2,6,3,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Classic Knit Skater Skirt,Classic_Knit_Skater_Skirt/img_00000039.jpg,6,2,7,3,2,4,3,3,0,0,0,0,1,4
899,Side-Knot Muscle Tee,Side-Knot_Muscle_Tee/img_00000050.jpg,1,6,2,3,3,4,3,3,0,0,0,0,1,3,Loyal Cropped Sweater,Loyal_Cropped_Sweater/img_00000036.jpg,2,5,6,3,3,1,6,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Heathered Seamless Workout Leggings,Heathered_Seamless_Workout_Leggings/img_00000005.jpg,6,3,2,3,3,4,3,1,0,0,0,1,0,4
900,Floral Print Tee,Floral_Print_Tee/img_00000073.jpg,1,6,1,2,3,1,3,3,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hooded Cotton Canvas Anorak,Hooded_Cotton_Canvas_Anorak/img_00000089.jpg,3,1,6,1,3,1,3,3,0,1,0,1,0,5,Sombrero ruso,hats/hat5.jpg,4,4,6,0,0,0,5,0,1,1,0,0,0,3,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Floral Print Skater Skirt,Floral_Print_Skater_Skirt/img_00000034.jpg,6,2,1,3,3,4,3,3,0,0,0,1,0,5
901,Boxy Angel-Sleeved Blouse,Boxy_Angel-Sleeved_Blouse/img_00000084.jpg,1,1,6,1,3,2,2,2,0,0,0,1,1,3,Netted Mesh Hoodie,Netted_Mesh_Hoodie/img_00000027.jpg,2,3,6,1,3,1,3,3,0,0,0,0,1,2,Athletic Mesh-Paneled Track Jacket,Athletic_Mesh-Paneled_Track_Jacket/img_00000046.jpg,3,3,6,3,3,4,3,1,0,0,0,0,1,4,Gorro Invierno,hats/hat6.jpg,4,5,0,0,0,0,6,1,1,1,0,0,0,4,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Everyday Fold-Over Leggings,Everyday_Fold-Over_Leggings/img_00000034.jpg,6,3,6,3,3,4,3,1,1,0,1,1,0,3
902,L.A.T.H.C. Abstract Print Tee,L.A.T.H.C._Abstract_Print_Tee/img_00000017.jpg,1,6,2,2,3,1,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gorro Invierno,hats/hat6.jpg,4,5,0,0,0,0,6,1,1,1,0,0,0,4,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Reason Zip Pocket Joggers,Reason_Zip_Pocket_Joggers/img_00000020.jpg,6,10,6,3,3,4,3,3,0,0,1,0,0,2
903,Embroidered Bead Keyhole Blouse,Embroidered_Bead_Keyhole_Blouse/img_00000048.jpg,1,1,4,3,3,1,2,3,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Low-Rise Ankle Jeans,Low-Rise_Ankle_Jeans/img_00000047.jpg,6,8,6,3,3,4,3,1,1,0,0,1,1,4
904,Three-Button Flat Collar Blouse,Three-Button_Flat_Collar_Blouse/img_00000094.jpg,1,1,2,2,3,1,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hooded Woven Jacket,Hooded_Woven_Jacket/img_00000025.jpg,3,3,6,1,3,2,3,3,1,1,0,0,0,2,Sombrero ruso,hats/hat5.jpg,4,4,6,0,0,0,5,0,1,1,0,0,0,3,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Eyelash Lace Skirt,Eyelash_Lace_Skirt/img_00000012.jpg,6,2,4,3,3,4,6,3,0,0,0,1,1,3
905,Layered Chiffon Blouse,Layered_Chiffon_Blouse/img_00000133.jpg,1,1,6,3,3,1,2,3,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hooded Utility Jacket,Hooded_Utility_Jacket/img_00000011.jpg,3,3,6,1,3,2,5,3,1,1,0,0,0,4,Gorro para el sol,hats/new_hat1.jpg,4,1,6,0,0,0,6,2,0,0,0,1,1,3,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Rose Print Skirt,Rose_Print_Skirt/img_00000017.jpg,6,2,1,3,3,4,3,3,0,0,0,1,1,4
906,I Glow Graphic Tank,I_Glow_Graphic_Tank/img_00000007.jpg,1,5,2,2,3,1,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Abstract Print Workout Leggings,Abstract_Print_Workout_Leggings/img_00000012.jpg,6,3,1,3,3,4,3,1,0,0,1,1,1,3
907,Colorblock Tee,Colorblock_Tee/img_00000002.jpg,1,6,6,2,3,1,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Wildflower Denim Shorts,Wildflower_Denim_Shorts/img_00000021.jpg,6,4,1,3,3,4,1,3,0,0,0,1,1,1
908,Longline Split-Back Tee,Longline_Split-Back_Tee/img_00000003.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Lace-Trimmed Denim Shorts,Lace-Trimmed_Denim_Shorts/img_00000060.jpg,6,4,6,3,3,4,1,1,0,0,0,1,1,3
909,Basic V-Neck Tee,Basic_V-Neck_Tee/img_00000039.jpg,1,6,6,2,3,2,3,3,0,0,0,1,1,3,Textured Open Front Blazer,Textured_Open_Front_Blazer/img_00000031.jpg,2,1,6,1,3,2,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat2.jpg,4,2,6,0,0,0,0,2,0,0,0,1,1,3,Bototos,shoes/shoes4.jpg,5,4,6,0,0,0,4,1,1,1,1,0,0,4,Zippered Faux Leather Mini Skirt,Zippered_Faux_Leather_Mini_Skirt/img_00000052.jpg,6,2,6,3,3,4,4,3,0,0,0,1,1,3
910,Classic Cotton Tank,Classic_Cotton_Tank/img_00000013.jpg,1,5,6,3,3,4,3,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Pleated Mosaic Print Skirt,Pleated_Mosaic_Print_Skirt/img_00000035.jpg,6,2,1,3,3,4,3,3,0,0,0,0,1,2
911,Broad Stripe Knit Tee,Broad_Stripe_Knit_Tee/img_00000017.jpg,1,6,3,2,3,1,3,3,0,0,0,1,0,4,Longline Slit Blazer,Longline_Slit_Blazer/img_00000051.jpg,2,1,6,2,3,1,3,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crochet,hats/hat7.jpg,4,6,0,0,0,0,6,1,1,1,0,0,0,4,Zapatillas de deporte,shoes/shoes9.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Palm Leaf Print Sweatpants,Palm_Leaf_Print_Sweatpants/img_00000017.jpg,6,6,6,3,3,4,3,3,1,0,1,1,0,4
