name,img_route,cloth_category,cloth_subcategory,patron,sleeve,skirt,neckline,material,fit,isCold,isRainy,isWet,isTempered,isHot,nota
16096,Distressed Acid-Wash Denim Shorts,Distressed_Acid-Wash_Denim_Shorts/img_00000017.jpg,6,4,2,3,3,4,1,3,0,0,0,1,1,3
16099,Leaf Print-Sleeve Tee,Leaf_Print-Sleeve_Tee/img_00000011.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4
16110,Front Row Graphic Tee,Front_Row_Graphic_Tee/img_00000043.jpg,1,6,6,1,3,2,4,3,1,0,1,1,1,3
16128,Ditsy Floral Print Leggings,Ditsy_Floral_Print_Leggings/img_00000037.jpg,6,3,1,3,3,4,3,3,0,0,0,1,1,4
16132,Local Heroes Dolphin Shorts,Local_Heroes_Dolphin_Shorts/img_00000025.jpg,6,4,2,3,3,4,3,3,0,0,0,1,1,3
16133,Checkered Leggings,Checkered_Leggings/img_00000069.jpg,6,3,7,3,3,4,3,1,0,0,0,1,0,2
16134,Accordion-Pleated Raglan Blouse,Accordion-Pleated_Raglan_Blouse/img_00000073.jpg,1,1,3,2,3,2,2,3,0,0,0,1,1,4
16139,Cutout Muscle Tee,Cutout_Muscle_Tee/img_00000007.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,4
16154,Paneled Faux Leather Bomber Jacket,Paneled_Faux_Leather_Bomber_Jacket/img_00000016.jpg,3,3,6,1,3,1,3,3,0,0,0,1,1,4
16159,Ruched Heathered Muscle Tee,Ruched_Heathered_Muscle_Tee/img_00000004.jpg,1,6,5,3,3,2,3,1,0,0,0,1,1,4
16161,Get Cray Muscle Tee,Get_Cray_Muscle_Tee/img_00000029.jpg,1,6,2,3,3,4,3,3,0,0,0,0,1,2
16168,Victorian Lace Skirt,Victorian_Lace_Skirt/img_00000010.jpg,6,2,4,3,3,4,2,3,0,0,0,0,1,2
16171,Scuba Knit Peplum Jacket,Scuba_Knit_Peplum_Jacket/img_00000011.jpg,3,3,3,1,3,1,3,3,1,1,0,0,0,4
16176,Crochet Maxi Cardigan,Crochet_Maxi_Cardigan/img_00000045.jpg,2,2,6,1,3,4,6,3,0,0,0,1,1,1
16184,Pleated Bermuda Shorts,Pleated_Bermuda_Shorts/img_00000042.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,4
16188,Brocade Floral Peplum Top,Brocade_Floral_Peplum_Top/img_00000013.jpg,1,7,1,3,3,1,3,3,0,0,0,0,1,1
16207,Drapey Trench Jacket,Drapey_Trench_Jacket/img_00000042.jpg,3,3,6,1,3,2,3,3,0,0,1,1,0,2
16227,Longline Baseball Jersey,Longline_Baseball_Jersey/img_00000029.jpg,2,4,6,1,3,4,3,3,0,0,0,1,0,5
16232,Hooded Cotton Canvas Anorak,Hooded_Cotton_Canvas_Anorak/img_00000104.jpg,3,1,6,1,3,1,3,3,1,1,1,0,0,4
16234,Curved Hem Raglan Tee,Curved_Hem_Raglan_Tee/img_00000049.jpg,1,6,2,2,3,1,3,3,0,0,0,1,0,4
16239,Distressed Mid-Rise Skinny Jeans,Distressed_Mid-Rise_Skinny_Jeans/img_00000009.jpg,6,8,6,3,3,4,1,1,1,0,0,1,1,4
16246,Chevron Print Halter Top,Chevron_Print_Halter_Top/img_00000017.jpg,1,7,2,3,3,4,3,1,0,0,0,0,1,2
16259,The Doors Muscle Tee,The_Doors_Muscle_Tee/img_00000023.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,1
16272,Classic Baseball Jersey,Classic_Baseball_Jersey/img_00000019.jpg,2,4,2,2,3,1,3,3,0,0,1,0,1,2
16277,Faux Leather-Paneled Mesh Jacket,Faux_Leather-Paneled_Mesh_Jacket/img_00000029.jpg,3,3,6,1,3,1,3,3,0,0,1,0,0,3
16278,Leaf Print Blouse,Leaf_Print_Blouse/img_00000060.jpg,1,1,2,1,3,1,3,3,1,0,1,1,0,1
16279,Ribbed Crop Tee,Ribbed_Crop_Tee/img_00000019.jpg,1,6,6,3,3,4,3,3,0,0,0,0,1,3
16280,Classic Chino Shorts,Classic_Chino_Shorts/img_00000063.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,2
16282,Clustered Floral Heathered Tee,Clustered_Floral_Heathered_Tee/img_00000005.jpg,1,6,6,1,3,1,3,1,1,0,0,1,1,5
16302,EPTM. Longline Mesh Tee,EPTM._Longline_Mesh_Tee/img_00000021.jpg,1,6,6,1,3,2,3,3,1,0,1,1,0,4
16304,Striped Tribal Print Blouse,Striped_Tribal_Print_Blouse/img_00000108.jpg,1,1,2,2,3,1,3,3,0,0,0,1,1,2
16310,Metallic Knit Tee,Metallic_Knit_Tee/img_00000042.jpg,1,6,2,2,3,1,3,3,1,1,1,1,1,4
16321,Ribbed Crop Tank,Ribbed_Crop_Tank/img_00000019.jpg,1,5,6,3,3,1,6,1,1,0,0,0,0,3
16325,Side-Slit Longline Tee,Side-Slit_Longline_Tee/img_00000026.jpg,1,6,6,2,3,4,3,3,0,0,0,1,1,4
16355,Bandana Print Muscle Tee,Bandana_Print_Muscle_Tee/img_00000020.jpg,1,6,1,2,3,1,3,3,0,0,0,1,1,4
16368,Low-Rise Denim Cutoffs,Low-Rise_Denim_Cutoffs/img_00000051.jpg,6,1,6,3,3,4,1,3,0,0,0,0,1,3
16369,French Terry Drawstring Shorts,French_Terry_Drawstring_Shorts/img_00000010.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,3
16370,Performance Workout Shorts,Performance_Workout_Shorts/img_00000022.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,4
16372,Classic Crop Top,Classic_Crop_Top/img_00000039.jpg,1,7,6,2,3,1,3,1,0,0,0,1,1,5
16387,Faux Leather Drawstring Joggers,Faux_Leather_Drawstring_Joggers/img_00000043.jpg,6,10,6,3,3,4,4,3,1,0,0,1,0,3
16392,Faux Leather Bomber Jacket,Faux_Leather_Bomber_Jacket/img_00000004.jpg,3,3,6,1,3,2,4,3,1,1,1,0,0,5
16394,Metallic Knit Shorts,Metallic_Knit_Shorts/img_00000008.jpg,6,4,6,3,3,4,3,3,0,0,1,1,1,4
16400,Palm Tree Print Shorts,Palm_Tree_Print_Shorts/img_00000050.jpg,6,4,1,3,3,4,3,3,0,0,0,0,1,3
16414,Chiffon-Sleeve Mesh Bomber Jacket,Chiffon-Sleeve_Mesh_Bomber_Jacket/img_00000031.jpg,3,3,6,1,3,2,3,3,1,1,1,0,0,1
16419,Bleached Denim Joggers,Bleached_Denim_Joggers/img_00000015.jpg,6,10,1,3,3,4,1,3,0,0,0,1,0,1
16434,Colorblocked Workout Shorts,Colorblocked_Workout_Shorts/img_00000026.jpg,6,4,2,3,3,4,3,1,0,0,0,0,1,2
16438,Boxy Striped Crop Top,Boxy_Striped_Crop_Top/img_00000022.jpg,1,7,3,1,3,1,3,1,0,0,0,1,1,5
16440,Zip Pocket Sweatpants,Zip_Pocket_Sweatpants/img_00000028.jpg,6,6,6,3,3,4,3,3,0,0,0,1,0,1
16443,Box-Pleated Gingham Skirt,Box-Pleated_Gingham_Skirt/img_00000012.jpg,6,2,7,3,3,4,3,2,0,0,0,1,1,4
16444,Textured High-Waisted Shorts,Textured_High-Waisted_Shorts/img_00000053.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,5
16453,Rope-Drawstring Swim Trunks,Rope-Drawstring_Swim_Trunks/img_00000010.jpg,6,11,6,3,3,4,3,3,0,0,1,1,1,2
16473,Stretch-Knit Maxi Skirt,Stretch-Knit_Maxi_Skirt/img_00000003.jpg,6,2,3,3,3,4,3,3,0,0,0,0,1,1
16480,Abstract Print Drawstring Joggers,Abstract_Print_Drawstring_Joggers/img_00000001.jpg,6,10,1,3,3,4,3,3,1,0,0,0,0,1
16481,Rugrats Graphic Tee,Rugrats_Graphic_Tee/img_00000046.jpg,1,6,2,1,3,1,3,3,1,0,0,0,0,3
16502,High Waist Striped Shorts,High_Waist_Striped_Shorts/img_00000004.jpg,6,4,3,3,3,4,3,3,0,0,0,0,1,3
16517,Colorblocked Bomber Jacket,Colorblocked_Bomber_Jacket/img_00000083.jpg,3,3,6,1,3,1,3,3,1,0,0,1,0,4
16521,Floral Paisley Crochet Jacket,Floral_Paisley_Crochet_Jacket/img_00000046.jpg,3,3,4,1,3,1,3,3,1,0,0,1,0,3
16549,Southwestern Print Racerback Tank,Southwestern_Print_Racerback_Tank/img_00000016.jpg,1,5,2,3,3,4,3,3,0,0,0,1,1,4
16586,Eyelash Lace Maxi Skirt,Eyelash_Lace_Maxi_Skirt/img_00000010.jpg,6,2,4,3,3,4,6,3,0,0,0,0,1,1
16588,Fair Isle V-Neck Poncho,Fair_Isle_V-Neck_Poncho/img_00000007.jpg,3,6,2,1,3,1,6,3,1,0,0,1,0,2
16590,Camo Utility Jacket,Camo_Utility_Jacket/img_00000029.jpg,3,3,2,1,3,1,3,3,1,0,1,1,0,2
16608,Slouchy Marled Sweater,Slouchy_Marled_Sweater/img_00000009.jpg,2,5,6,1,3,2,6,3,1,0,0,0,0,1
16625,Hooded Longline Cardigan,Hooded_Longline_Cardigan/img_00000018.jpg,2,2,6,1,3,2,6,3,1,1,0,0,0,1
16629,Waffle-Textured Moto Jacket,Waffle-Textured_Moto_Jacket/img_00000033.jpg,3,3,6,1,3,2,3,3,0,0,1,1,1,3
16643,Chiffon Twist-Front Top,Chiffon_Twist-Front_Top/img_00000022.jpg,1,7,6,2,3,1,3,3,0,0,0,1,1,3
16645,Floral Lace Pencil Skirt,Floral_Lace_Pencil_Skirt/img_00000027.jpg,6,2,4,3,3,4,6,1,0,0,0,1,0,4
16652,If Not Now Graphic Muscle Tee,If_Not_Now_Graphic_Muscle_Tee/img_00000014.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,4
16660,Luxe-Printed Workout Leggings,Luxe-Printed_Workout_Leggings/img_00000004.jpg,6,3,6,3,3,4,3,1,0,0,0,1,1,2
16676,Tribal Print Drawstring Joggers,Tribal_Print_Drawstring_Joggers/img_00000013.jpg,6,10,2,3,3,4,3,3,0,0,0,0,1,2
16681,Dotted Crepe Blouse,Dotted_Crepe_Blouse/img_00000061.jpg,1,1,1,1,3,2,3,3,0,0,0,1,0,2
16708,Snap Collar Moto Jacket,Snap_Collar_Moto_Jacket/img_00000011.jpg,3,3,6,1,3,2,4,3,1,0,0,0,0,3
16709,Classic Cable Knit Sweater,Classic_Cable_Knit_Sweater/img_00000022.jpg,2,5,6,1,3,1,6,3,1,1,1,1,0,5
16730,Zippered Satin-Trimmed Sweatpants,Zippered_Satin-Trimmed_Sweatpants/img_00000014.jpg,6,6,6,3,3,4,3,3,1,0,0,1,0,3
16740,Floral Print Tie-Front Blouse,Floral_Print_Tie-Front_Blouse/img_00000068.jpg,1,1,6,3,3,1,3,3,0,0,0,0,1,4
16744,High-Waisted Leggings,High-Waisted_Leggings/img_00000060.jpg,6,3,6,3,3,4,3,1,1,0,1,1,1,5
16746,Longline Chiffon Cardigan,Longline_Chiffon_Cardigan/img_00000043.jpg,2,2,1,1,3,4,2,3,0,0,0,1,1,5
16753,Faux Leather Biker Jacket,Faux_Leather_Biker_Jacket/img_00000054.jpg,3,3,6,1,3,2,4,3,1,1,0,1,0,4
16760,Embroidered Organza Skirt,Embroidered_Organza_Skirt/img_00000022.jpg,6,2,4,3,3,4,2,3,0,0,0,1,1,2
16781,Tailored Woven Blazer,Tailored_Woven_Blazer/img_00000060.jpg,2,1,6,1,3,2,3,3,0,0,1,1,0,5
16782,Striped-Trim Dolphin Shorts,Striped-Trim_Dolphin_Shorts/img_00000018.jpg,6,4,6,3,3,4,1,3,0,0,0,1,1,3
16785,Cargo Joggers,Cargo_Joggers/img_00000011.jpg,6,10,6,3,3,4,3,1,1,1,0,1,1,5
16801,Crochet Denim Cutoffs,Crochet_Denim_Cutoffs/img_00000032.jpg,6,1,4,3,3,4,1,3,0,0,0,1,1,4
16815,Textured Raglan Sweater,Textured_Raglan_Sweater/img_00000031.jpg,2,5,6,1,3,1,6,3,1,0,0,0,0,2
16830,LA Clippers Graphic Tank,LA_Clippers_Graphic_Tank/img_00000006.jpg,1,5,2,2,3,1,3,3,0,0,0,1,1,3
16858,Textured Athletic Jacket,Textured_Athletic_Jacket/img_00000038.jpg,3,3,6,3,3,4,3,1,0,0,1,1,1,2
16871,Faded Stretch-Fit Skinny Jeans,Faded_Stretch-Fit_Skinny_Jeans/img_00000053.jpg,6,8,6,3,3,4,1,3,1,0,0,0,0,3
16872,Metallic Wrap Skirt,Metallic_Wrap_Skirt/img_00000001.jpg,6,2,6,3,3,4,2,3,0,0,0,1,1,4
16883,Heathered Knit Tank,Heathered_Knit_Tank/img_00000013.jpg,1,5,6,3,3,1,3,3,0,0,1,1,1,4
16886,Slub Knit Tank,Slub_Knit_Tank/img_00000018.jpg,1,5,6,3,3,4,3,3,0,0,0,1,1,4
16897,Mineral Wash Drawstring Sweatpants,Mineral_Wash_Drawstring_Sweatpants/img_00000007.jpg,6,6,6,3,3,4,3,3,0,0,0,1,1,3
16899,Beaded-Trim Chiffon Tank,Beaded-Trim_Chiffon_Tank/img_00000022.jpg,1,5,6,3,3,4,3,3,0,0,0,1,1,3
16903,Southwestern Print Cardigan,Southwestern_Print_Cardigan/img_00000010.jpg,2,2,2,1,3,4,6,3,1,1,1,0,0,1
16904,Drawstring Chino Shorts,Drawstring_Chino_Shorts/img_00000045.jpg,6,4,6,3,3,4,3,3,0,0,0,1,0,1
16908,Angel-Sleeved Top,Angel-Sleeved_Top/img_00000059.jpg,1,7,6,1,3,4,2,2,0,0,0,1,1,4
16915,Loop Knit Jacket,Loop_Knit_Jacket/img_00000049.jpg,3,3,6,1,3,1,5,3,1,1,0,0,0,4
16924,Drape-Front Shawl Collar Jacket,Drape-Front_Shawl_Collar_Jacket/img_00000030.jpg,3,3,6,1,3,1,3,3,1,0,0,1,0,4
16931,Hooded Henley Sweater,Hooded_Henley_Sweater/img_00000050.jpg,2,5,3,1,3,1,3,3,1,1,1,1,0,3
16933,Heathered Zip-Up Hoodie,Heathered_Zip-Up_Hoodie/img_00000042.jpg,2,3,6,1,3,2,3,3,1,1,1,0,0,5
16936,Polka Dot Baseball Tee,Polka_Dot_Baseball_Tee/img_00000027.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,1
16937,Southwestern Print Racerback Tank,Southwestern_Print_Racerback_Tank/img_00000009.jpg,1,5,2,3,3,4,3,3,0,0,0,1,1,5
16941,Faux Leather-Paneled Sweatpants,Faux_Leather-Paneled_Sweatpants/img_00000020.jpg,6,6,6,3,3,4,3,3,1,1,1,1,0,4
16949,Tribal Print Woven Cardigan,Tribal_Print_Woven_Cardigan/img_00000050.jpg,2,2,1,1,3,4,3,3,0,0,1,1,1,1
16956,Heathered Baseball Stripe Tee,Heathered_Baseball_Stripe_Tee/img_00000014.jpg,1,6,6,2,3,2,3,3,0,0,1,1,1,3
16957,Longline Denim Jacket,Longline_Denim_Jacket/img_00000015.jpg,3,3,2,2,3,1,1,3,1,1,0,1,0,4
16978,Striped Waffle Knit Sweater,Striped_Waffle_Knit_Sweater/img_00000013.jpg,2,5,3,1,3,1,6,3,0,0,0,1,0,3
16985,French Terry Drawstring Shorts,French_Terry_Drawstring_Shorts/img_00000032.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,2
16986,Ribbed Knit Turtleneck,Ribbed_Knit_Turtleneck/img_00000036.jpg,1,8,6,2,3,1,6,3,0,0,0,1,1,4
16991,Dark Wash - Paneled Skinny Jeans,Dark_Wash_-_Paneled_Skinny_Jeans/img_00000029.jpg,6,8,6,3,3,4,3,1,1,1,1,1,1,3
17004,Lace Trimmed Blouse,Lace_Trimmed_Blouse/img_00000031.jpg,1,1,6,1,3,2,2,3,0,0,0,1,1,3
17008,French Terry Shorts,French_Terry_Shorts/img_00000035.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,3
17009,M-Slit Knit Maxi Skirt,M-Slit_Knit_Maxi_Skirt/img_00000014.jpg,6,2,6,3,3,4,3,3,0,0,1,1,1,1
17011,High-Neck Sheer Blouse,High-Neck_Sheer_Blouse/img_00000002.jpg,1,1,4,3,3,1,2,3,0,0,0,1,0,3
17015,Draped Open-Front Cardigan,Draped_Open-Front_Cardigan/img_00000040.jpg,2,2,6,1,3,4,3,3,1,0,0,1,0,4
17029,Pleated Overall Skirt,Pleated_Overall_Skirt/img_00000025.jpg,6,2,7,3,3,4,3,3,0,0,0,1,1,3
17041,Embroidered Faux Leather Pencil Skirt,Embroidered_Faux_Leather_Pencil_Skirt/img_00000007.jpg,6,2,6,3,3,4,4,1,0,0,0,1,0,2
17043,Waffle-Textured Moto Jacket,Waffle-Textured_Moto_Jacket/img_00000042.jpg,3,3,6,1,3,2,3,3,1,1,1,0,0,4
17045,Triangle-Patterned Dolman Cardigan,Triangle-Patterned_Dolman_Cardigan/img_00000022.jpg,2,2,6,1,3,4,3,2,0,0,0,1,0,4
17046,Collarless Faux Leather-Sleeve Blazer,Collarless_Faux_Leather-Sleeve_Blazer/img_00000060.jpg,2,1,6,1,3,2,4,3,1,0,0,0,0,1
17049,Striped Mesh-Paneled Capri Leggings,Striped_Mesh-Paneled_Capri_Leggings/img_00000007.jpg,6,3,3,3,3,4,3,1,1,0,0,0,0,1
17065,Bow Back Striped Top,Bow_Back_Striped_Top/img_00000029.jpg,1,7,3,1,3,1,2,2,1,0,0,1,0,2
17095,Bandana Print Crop Top,Bandana_Print_Crop_Top/img_00000008.jpg,1,7,1,3,3,2,3,1,0,0,0,1,1,3
17108,Perforated Athletic Tank,Perforated_Athletic_Tank/img_00000032.jpg,1,5,6,3,3,4,3,3,0,0,1,1,1,4
17112,Pleated Floral Plaid Skirt,Pleated_Floral_Plaid_Skirt/img_00000017.jpg,6,2,2,3,3,4,3,3,0,0,0,1,1,2
17115,Knit Open-Front Blazer,Knit_Open-Front_Blazer/img_00000022.jpg,2,1,6,1,3,2,6,3,0,0,0,1,0,2
17133,Embroidered Faux Leather Shorts,Embroidered_Faux_Leather_Shorts/img_00000020.jpg,6,4,4,3,3,4,1,1,0,0,0,0,1,4
17141,Embroidered Floral Pattern Blouse,Embroidered_Floral_Pattern_Blouse/img_00000073.jpg,1,1,4,1,3,1,6,3,1,0,0,0,0,1
17143,Burnout Baseball Tee,Burnout_Baseball_Tee/img_00000047.jpg,1,6,2,1,3,1,3,3,0,0,1,0,0,1
17149,Heathered Pocket Tee,Heathered_Pocket_Tee/img_00000033.jpg,1,6,6,2,3,1,3,3,0,0,0,0,1,2
17165,Draped Pocket Kimono Cardigan,Draped_Pocket_Kimono_Cardigan/img_00000025.jpg,2,2,1,1,3,4,6,3,0,0,1,1,0,3
17176,Bandana Print Crop Top,Bandana_Print_Crop_Top/img_00000029.jpg,1,7,1,2,3,4,3,3,0,0,0,1,1,2
17179,Triangle-Patterned Dolman Cardigan,Triangle-Patterned_Dolman_Cardigan/img_00000010.jpg,2,2,6,1,3,4,3,2,0,0,0,1,0,4
17200,Faded Mid-Rise Skinny Jeans,Faded_Mid-Rise_Skinny_Jeans/img_00000034.jpg,6,8,6,3,3,4,1,1,0,0,1,1,1,4
17244,Camo Utility Jacket,Camo_Utility_Jacket/img_00000057.jpg,3,3,2,1,3,1,3,3,1,1,1,0,0,3
17252,Marled Twist-Front Blouse,Marled_Twist-Front_Blouse/img_00000010.jpg,1,1,1,3,3,4,3,1,0,0,0,1,1,3
17259,Classic Pencil Skirt,Classic_Pencil_Skirt/img_00000079.jpg,6,2,6,3,3,4,3,1,0,0,0,1,1,4
17260,Draped Asymmetrical Front Jacket,Draped_Asymmetrical_Front_Jacket/img_00000018.jpg,3,3,6,1,3,2,4,3,1,0,0,1,1,5
17261,Flat-Front Skinny Jeans,Flat-Front_Skinny_Jeans/img_00000052.jpg,6,8,6,3,3,4,3,3,1,0,1,1,1,5
17262,Be Cool Crop Top,Be_Cool_Crop_Top/img_00000021.jpg,1,7,2,2,3,1,3,3,0,0,1,1,1,2
17281,Scuba Knit Collared Jacket,Scuba_Knit_Collared_Jacket/img_00000015.jpg,3,3,6,1,3,1,3,3,1,1,0,0,0,5
17287,Aerosmith Raglan Top,Aerosmith_Raglan_Top/img_00000001.jpg,1,7,2,1,3,1,3,3,1,1,1,1,0,3
17291,Slim Cotton Chinos,Slim_Cotton_Chinos/img_00000047.jpg,6,5,6,3,3,4,3,3,1,1,1,1,1,5
17302,Ruffled Floral Chiffon Blouse,Ruffled_Floral_Chiffon_Blouse/img_00000067.jpg,1,1,1,1,3,1,2,3,0,0,0,1,0,3
17308,Soft Stripe Crochet Tank,Soft_Stripe_Crochet_Tank/img_00000014.jpg,1,5,6,3,3,4,3,3,0,0,0,1,1,4
17309,Button-Down Plaid Flannel,Button-Down_Plaid_Flannel/img_00000054.jpg,1,9,7,1,3,1,3,3,0,0,1,1,0,3
17322,Performance Capri Leggings,Performance_Capri_Leggings/img_00000040.jpg,6,3,2,3,3,4,3,1,0,0,1,1,1,5
17327,Destroyed Cropped Jeans,Destroyed_Cropped_Jeans/img_00000026.jpg,6,8,6,3,3,4,1,1,0,0,0,1,0,5
17356,I Love Pizza Muscle Tee,I_Love_Pizza_Muscle_Tee/img_00000005.jpg,1,6,2,3,3,1,3,3,0,0,1,1,1,5
17359,Drapey Marled Knit Cardigan,Drapey_Marled_Knit_Cardigan/img_00000006.jpg,2,2,6,1,3,4,6,3,0,0,0,1,0,4
17367,Ikat Print Leggings,Ikat_Print_Leggings/img_00000058.jpg,6,3,1,3,3,4,3,3,0,0,0,1,1,2
17374,Off-The-Shoulder Blouse,Off-The-Shoulder_Blouse/img_00000006.jpg,1,1,6,1,3,4,3,3,0,0,0,1,1,4
17382,Draped Pocket Kimono Cardigan,Draped_Pocket_Kimono_Cardigan/img_00000044.jpg,2,2,1,1,3,4,3,3,0,0,0,1,0,5
17385,On Fleek Muscle Tee,On_Fleek_Muscle_Tee/img_00000007.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,1
17393,Give Up Shopping Muscle Tee,Give_Up_Shopping_Muscle_Tee/img_00000008.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,3
17401,Watercolor Floral Print Blouse,Watercolor_Floral_Print_Blouse/img_00000020.jpg,1,1,1,1,3,1,3,3,1,0,0,1,0,4
17405,Giraffe Print Shorts,Giraffe_Print_Shorts/img_00000009.jpg,6,4,2,3,3,4,3,3,0,0,0,1,1,2
17424,French Terry Hoodie,French_Terry_Hoodie/img_00000012.jpg,2,3,6,1,3,1,3,3,1,1,1,1,1,5
17430,Floral Print Culottes,Floral_Print_Culottes/img_00000018.jpg,6,12,1,3,3,4,3,2,0,0,0,0,1,3
17437,High Collar Running Jacket,High_Collar_Running_Jacket/img_00000005.jpg,3,3,2,2,3,1,3,3,0,0,1,1,0,2
17445,Distressed Boyfriend Jeans,Distressed_Boyfriend_Jeans/img_00000087.jpg,6,8,6,3,3,4,1,3,1,1,0,1,0,4
17450,Longline Slit Blazer,Longline_Slit_Blazer/img_00000059.jpg,2,1,6,2,3,1,3,3,0,0,0,1,0,1
17452,Longline Ribbed Knit Sweater,Longline_Ribbed_Knit_Sweater/img_00000003.jpg,2,5,6,1,3,1,6,3,1,1,1,1,0,4
17456,Heathered Scuba Knit Bomber Jacket,Heathered_Scuba_Knit_Bomber_Jacket/img_00000002.jpg,3,3,6,1,3,1,3,3,1,0,0,1,0,4
17461,Drawstring Dolphin Shorts,Drawstring_Dolphin_Shorts/img_00000008.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,1
17469,Slub Knit Hoodie,Slub_Knit_Hoodie/img_00000062.jpg,2,3,6,1,3,2,3,3,1,0,1,1,0,4
17474,Heathered Stripe-Waist Capri Leggings,Heathered_Stripe-Waist_Capri_Leggings/img_00000033.jpg,6,3,6,3,3,4,3,1,0,0,0,1,1,3
17477,Cuffed-Sleeve Pocket Tee,Cuffed-Sleeve_Pocket_Tee/img_00000016.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,4
17485,Buttoned Pocket Blouse,Buttoned_Pocket_Blouse/img_00000076.jpg,1,1,6,1,3,2,2,3,0,0,0,1,1,5
17494,Longline Slit Blazer,Longline_Slit_Blazer/img_00000065.jpg,2,1,6,1,3,2,3,3,1,0,0,1,0,4
17505,Floral Burnout Boxy Tee,Floral_Burnout_Boxy_Tee/img_00000015.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,4
17508,Swiss Dot Crochet Tank,Swiss_Dot_Crochet_Tank/img_00000001.jpg,1,5,4,3,3,4,2,3,1,0,0,0,0,1
17564,Cotton V-Neck Tee,Cotton_V-Neck_Tee/img_00000030.jpg,1,6,6,2,3,2,3,3,1,1,1,1,1,4
17573,Floral Flutter Sleeve Blouse,Floral_Flutter_Sleeve_Blouse/img_00000093.jpg,1,1,2,2,3,2,3,3,0,0,1,1,1,3
17574,Polka Dot Swim Trunks,Polka_Dot_Swim_Trunks/img_00000004.jpg,6,11,2,3,3,4,3,3,0,0,1,1,1,2
17588,Everyday Fold-Over Leggings,Everyday_Fold-Over_Leggings/img_00000034.jpg,6,3,6,3,3,4,3,1,1,0,1,1,0,3
17590,Chambray Popover Blouse,Chambray_Popover_Blouse/img_00000016.jpg,1,1,6,2,3,1,3,3,0,0,0,1,1,4
17591,Classic Crepe Blouse,Classic_Crepe_Blouse/img_00000007.jpg,1,1,6,3,3,4,3,3,1,0,0,1,0,3
17624,Basic Tank,Basic_Tank/img_00000036.jpg,1,5,6,3,3,1,3,3,0,0,0,1,1,3
17627,Sheer Woven Blouse,Sheer_Woven_Blouse/img_00000008.jpg,1,1,2,2,3,1,2,3,0,0,1,1,1,3
17631,Dip-Dye Sweater,Dip-Dye_Sweater/img_00000019.jpg,2,5,6,1,3,1,3,3,1,0,0,1,0,4
17636,Low-Rise - Distressed Skinny Jeans,Low-Rise_-_Distressed_Skinny_Jeans/img_00000072.jpg,6,8,6,3,3,4,1,1,0,0,0,1,0,3
17639,Cable Knit Sweater,Cable_Knit_Sweater/img_00000053.jpg,2,5,6,1,3,1,6,3,1,1,0,0,0,5
17649,Collared Surplice Blouse,Collared_Surplice_Blouse/img_00000077.jpg,1,1,6,3,3,1,2,3,0,0,0,1,1,4
17657,Mineral Wash Denim Jacket,Mineral_Wash_Denim_Jacket/img_00000013.jpg,3,3,6,1,3,1,1,3,1,0,0,1,0,4
17682,For You Graphic Tee,For_You_Graphic_Tee/img_00000034.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,2
17692,Boxy Faux Fur Jacket,Boxy_Faux_Fur_Jacket/img_00000067.jpg,3,3,6,1,3,1,5,3,1,0,0,1,0,2
17697,Tribal Print Dolphin Shorts,Tribal_Print_Dolphin_Shorts/img_00000009.jpg,6,4,2,3,3,4,3,3,0,0,0,1,1,5
17701,Boxy Knit Top,Boxy_Knit_Top/img_00000022.jpg,1,7,6,2,3,1,2,3,0,0,0,0,1,3
17704,Longline Crepe Jacket,Longline_Crepe_Jacket/img_00000012.jpg,3,3,6,1,3,2,3,3,0,0,0,1,0,2
17708,Paisley Floral Print Blouse,Paisley_Floral_Print_Blouse/img_00000086.jpg,1,1,1,2,3,2,3,3,0,0,0,1,1,1
17710,Boat Neck Heathered Top,Boat_Neck_Heathered_Top/img_00000050.jpg,1,7,6,1,3,1,6,3,1,1,0,0,0,3
17719,Stonewash- Skinny Jeans,Stonewash-_Skinny_Jeans/img_00000042.jpg,6,8,6,3,3,4,1,3,0,0,1,1,0,4
17720,Mesh-Pocket Sweatshorts,Mesh-Pocket_Sweatshorts/img_00000045.jpg,6,7,6,3,3,4,3,3,0,0,0,1,0,1
17727,Belted High-Waisted Shorts,Belted_High-Waisted_Shorts/img_00000004.jpg,6,4,2,3,3,4,3,3,0,0,0,0,1,2
